item_id,reviewed,corrected,predicted_categories,corrected_categories,reason,reviewed_at,title
5138447690,true,false,technology,,,2026-03-04T07:52:00.987895+00:00,Elgato’s new Wave:3 MK.2 microphone has a built in EQ and voice tune effects.
5138455128,true,false,other,,,2026-03-04T07:52:00.987895+00:00,Vanhukset odottavat hoivapaikkaa luvattoman pitkään – katso oman alueesi jonotustilanne
5138471260,true,false,other,,,2026-03-04T07:52:00.987895+00:00,Mobile studio Vento Games nets $4 million to expand puzzle portfolio
5138436717,true,false,other,,,2026-03-04T07:52:00.987895+00:00,Jämsässä nuoriso-ohjaajana työskennellyt mies sai yli neljä vuotta vankeutta kolmesta lapsenraiskauksesta
5138386073,true,false,other,,,2026-03-04T07:52:00.987895+00:00,"Suomen Ekonomien hallituksen puheenjohtaja erosi, käyttäytyi epäasiallisesti opiskelijatapahtumassa"
5138354043,true,false,ai,,,2026-03-04T07:52:00.987895+00:00,"A UK trial by the National Grid, Nvidia, and others finds AI data centers can operate without using peak power continuously, adjusting consumption when asked (Eamon Farhat/Bloomberg)"
5138331973,true,false,technology,,,2026-03-04T07:52:00.987895+00:00,"Elliott injects $1B into Pinterest to fund stock buybacks, buying convertible senior notes with an initial conversion price of $22.72 per share, a 30% premium (Nicholas G. Miller/Wall Street Journal)"
5138312742,true,true,world,world|ai,Anthropic government action is world + ai,2026-03-04T07:52:00.987895+00:00,"US Defense Secretary Pete Hegseth's and Trump's actions against Anthropic have serious legal issues, and its designation exceeds what the statute authorizes (Lawfare)"
5138325790,true,true,other,technology|world,Silicon Valley politics article is technology + world,2026-03-04T07:52:00.987895+00:00,The candidate that Silicon Valley built is now the one they want to tear down
5138326590,true,false,gaming|other,,,2026-03-04T07:52:00.987895+00:00,Cities Skylines 1 is getting its first new expansion in two years as resurrection efforts seemingly continue amid sequel's struggles
5138302192,true,false,technology,,,2026-03-04T07:52:00.987895+00:00,"Grow Therapy, which connects patients with therapists covered by their insurance, raised a $150M Series D at a $3B valuation and hits $1B+ in annual revenue (Rebecca Torrence/Bloomberg)"
5138302362,true,true,world,gaming_industry,game publisher insolvency is gaming_industry,2026-03-04T07:52:00.987895+00:00,Nacon postpones game showcase after filing for insolvency
5138296817,true,false,gaming|other,,,2026-03-04T07:52:00.987895+00:00,"Metacritic's highest-rated Pokémon game is now the Animal Crossing-like spin-off, Pokopia"
5138296820,true,false,gaming,,,2026-03-04T07:52:00.987895+00:00,"In a climate thirsty for a Fallout: New Vegas remaster, the studio behind Tony Hawk's Pro Skater 3 + 4 seems to tease exactly that"
5138272988,true,true,tesla|other,tesla,Tesla inventory clearance is tesla category,2026-03-04T07:52:00.987895+00:00,Tesla Clears Out Model 3 Inventory in Canada Ahead of Chinese EV Imports
5138263764,true,false,other,,,2026-03-04T07:52:00.987895+00:00,"Kaverukset saivat päähänpiston, ja nyt he omistavat Turun tuomiokirkon kuoriurut"
5138263765,true,false,other,,,2026-03-04T07:52:00.987895+00:00,"Keva on valmis myymään Vanhan ylioppilas­talon, mutta neuvottelut ovat polkeneet paikallaan jo kaksi kuukautta"
5138252241,true,false,world,,,2026-03-04T07:52:00.987895+00:00,"Iranian cryptoasset outflows reached ~$10.3M between February 28 and March 2 amid US and Israeli airstrikes; in 2025, Iran's crypto ecosystem was worth $7.78B+ (Chainalysis)"
5138243637,true,false,other,,,2026-03-04T07:52:00.987895+00:00,Valtonen: Suomella ei ole kiire keskustella Ranskan ydinasealoitteesta
5138245970,true,true,technology,technology|gaming_industry,Unity Asset Store policy affects gaming industry,2026-03-04T07:52:00.987895+00:00,"The Unity Asset Store is ditching publishers based in China, Hong Kong, and Macau"
5138233605,true,false,world,,,2026-03-04T07:52:00.987895+00:00,"Sources: in the EU, US criticism over censorship has been met with disbelief and anger, and some Big Tech lobbyists acknowledge US accusations are overstated (Financial Times)"
5138221274,true,false,other,,,2026-03-04T07:52:00.987895+00:00,Supo rekrytoi kielitaitoisia taviksia vakoojiksi
5138196509,true,false,ai|home_automation,,,2026-03-04T07:52:00.987895+00:00,"Google unveils Home updates to fix a long list of annoyances and idiosyncrasies, and debuts Live Search to let Gemini analyze and describe live camera feeds (Thomas Ricker/The Verge)"
5138190847,true,false,gaming|world,,,2026-03-04T07:52:00.987895+00:00,"For better or worse, Pokemon FireRed and LeafGreen's Switch ports aren't exactly as we remember them - but is that a problem?"
5138176602,true,false,technology|other,,,2026-03-04T07:52:00.987895+00:00,Xiaomi’s EV hypercar sure is shiny.
5138176848,true,false,technology,,,2026-03-04T07:52:00.987895+00:00,"Sources: Samsung Foundry has frequently delayed the timeline for its plant in Taylor, Texas, with its mass production plans moving from early 2026 to early 2027 (Lee Jae-Lim/Korea Joongang Daily)"
5138190848,true,false,gaming|other,,,2026-03-04T07:52:00.987895+00:00,"The next God of War game stars a new protagonist rather than Kratos, insider claims, and will be revealed this year"
5138221275,true,false,other,,,2026-03-04T07:52:00.987895+00:00,Vastasyntynyt vauva kuoli Lohjalla – äidille murhasyyte
5138150211,true,false,gaming|other,,,2026-03-04T07:52:00.987895+00:00,"Capcom Spotlight announced for this week, with Pragmata and more to feature"
5138147775,true,false,other,,,2026-03-04T07:52:00.987895+00:00,"Investigation: Sama data annotators in Nairobi say they view private videos from Ray-Ban Meta glasses, like bathroom visits; ex-Meta staff say faces are blurred (SvD)"
5138147787,true,true,world,world|ai,Senator action about Anthropic is world + ai,2026-03-04T07:52:00.987895+00:00,"Senator Ron Wyden, the Senate Finance Committee's top Democrat, vows to ""pull out all the stops"" to fight back after Trump barred Anthropic from government work (Steven T. Dennis/Bloomberg)"
5138221273,true,false,other,,,2026-03-04T07:52:00.987895+00:00,"Palopäällikkö: Perhe olisi voinut pelastua – seitsemänkymppistä epäillään murhasta Vantaalla, viisi kuoli, vauva jäi henkiin"
5138114514,true,true,home_automation|other,home_automation|ai,Google Home with Gemini camera feeds is home_automation + ai,2026-03-04T07:52:00.987895+00:00,Big Google Home update lets Gemini describe live camera feeds
5138112336,true,false,other,,,2026-03-04T07:52:00.987895+00:00,Moottorikelkka­safari ajoi talvi­sulaan Nellimissä: kolme henkilöä kastui
5138108910,true,false,world,,,2026-03-04T07:52:00.987895+00:00,"Amazon's God of War casting adds several of Thor's children, as well as Odin's ""fanatical"" Valkyrie commander"
5138112335,true,false,other,,,2026-03-04T07:52:00.987895+00:00,"Silminnäkijän 12 sekunnin video näyttää, miten rajusti vantaalainen kerrostalo paloi aamulla"
5138040915,true,false,other,,,2026-03-04T07:52:00.987895+00:00,"Koiranomistajille on tulossa 300 euron maksu, jos ei rekisteröi koiraa valtion koirarekisteriin"
5138007896,true,false,other,,,2026-03-04T07:52:00.987895+00:00,"Wärtsilä aloittaa muutosneuvottelut: 205 työpaikkaa vähenee, 130 uutta syntyy"
5137992283,true,false,ai,,,2026-03-04T07:52:00.987895+00:00,Meta’s also got an AI shopping tool.
5137950073,true,false,technology,,,2026-03-04T07:52:00.987895+00:00,Oppo is going Ultra in Europe too.
5137895396,true,false,other,,,2026-03-04T07:52:00.987895+00:00,"Viisi kuollut palossa Vantaalla, poliisi epäilee rikosta – Ylen tiedot: Uhrien joukossa somaliperheen jäseniä"
5137875060,true,false,other,,,2026-03-04T07:52:00.987895+00:00,Kerro Ylelle: Veikö tekoäly työsi?
5137858268,true,true,ai,ai|world,OpenAI DOD contract is ai + world,2026-03-04T07:52:00.987895+00:00,"Sam Altman says the DOD affirmed that OpenAI's tools wouldn't be used by agencies like the NSA, and services to them would need a further contract modification (Dylan Butts/CNBC)"
5137837688,true,false,other,,,2026-03-04T07:52:00.987895+00:00,Parkanolaisen Hannele Kortesojan koti voi pian olla tuuli­voimaloiden ympäröimä – kunnat kiirehtivät nyt hankkeita
5137837689,true,false,other,,,2026-03-04T07:52:00.987895+00:00,Luksusveneitä valmistava Saxdor Yachts on myyty Yhdysvaltoihin huimalla summalla
5137786880,true,false,other,,,2026-03-04T07:52:00.987895+00:00,STTK: Palkansaaja ansaitsee toimitusjohtajan päiväpalkan puolessatoista kuukaudessa
5137786879,true,false,other,,,2026-03-04T07:52:00.987895+00:00,Drooneista tuli tärkeä työkalu yllättävälle alalle: iso rakennusyhtiö lentää työmaillaan vuosittain jo satoja kertoja
5137767219,true,true,world,world|technology,chip smuggling is world + technology,2026-03-04T07:52:00.987895+00:00,A look at the US DOJ's December 2025 lawsuit that alleged a smuggling ring illegally exported or tried to export $160M+ in advanced Nvidia AI chips to China (Eliot Chen/The Wire China)
5137745499,true,false,other,,,2026-03-04T07:52:00.987895+00:00,"Lue tästä, mitä kaikkea Lähi-idässä tapahtui yön aikana"
5137745500,true,false,other,,,2026-03-04T07:52:00.987895+00:00,"Trumpilla ei ollut oikeutta määrätä ajatollah Khamenein kuoliniskua, sanoo suomalainen emeritus­professori"
5137741886,true,false,ai,,,2026-03-04T07:52:00.987895+00:00,"Sam Altman says that ""the democratic process must stay in control, and we must democratize AI"" and that no private company should decide the fate of the world (Sam Altman/@sama)"
5137722742,true,true,ai,ai|world,OpenAI DOD contract amendment is ai + world,2026-03-04T07:52:00.987895+00:00,"Sam Altman says OpenAI amended its DOD contract to ensure ""the AI system shall not be intentionally used for domestic surveillance of US persons and nationals"" (George Hammond/Financial Times)"
5137716908,true,true,world,world|ai,OpenAI DOD deal is world + ai,2026-03-04T07:52:00.987895+00:00,"Sam Altman says rushing the DOD deal on Friday ""looked opportunistic and sloppy"" but OpenAI was ""trying to de-escalate things and avoid a much worse outcome"" (Katherine Li/Business Insider)"
5137722974,true,false,other,,,2026-03-04T07:52:00.987895+00:00,"Virolahti myi koulun ja rivitalon venäläistaustaiselle – ”Älytöntä touhua”, sanoo reservin majuri Erkki Rikkola"
5137677632,true,false,other,,,2026-03-04T07:52:00.987895+00:00,Boliviassa etsitään turmalentokoneesta varastettuja seteleitä
5137677631,true,false,other,,,2026-03-04T07:52:00.987895+00:00,"”Siinä on runsaasti toiveajattelua” – professori selittää, miksi USA:n ja Israelin iskut epäonnistuvat tavoitteessaan"
5137637665,true,false,technology,,,2026-03-04T07:52:00.987895+00:00,"Ayar Labs, which aims to replace the copper wiring in semiconductors with fiber optics, raised a $500M Series E led by Neuberger Berman at a $3.8B valuation (Robbie Whelan/Wall Street Journal)"
5137623677,true,false,ai,,,2026-03-04T07:52:00.987895+00:00,"Meta is testing a shopping research feature in its Meta AI web browser for select US users, positioning it against e-commerce tools in ChatGPT and Gemini (Natalie Lung/Bloomberg)"
5137603634,true,false,world,,,2026-03-04T07:52:00.987895+00:00,"AWS says its facilities in the Middle East are facing power and connectivity issues after drones ""directly struck"" its infrastructure in the UAE and Bahrain (Annie Palmer/CNBC)"
5137603638,true,false,technology,,,2026-03-04T07:52:00.987895+00:00,"Bengaluru-based Pronto, which offers on-demand home-help services like cooking and cleaning, raised a $25M Series B led by Epiq Capital at a $100M valuation (Sankalp Phartiyal/Bloomberg)"
5137581524,true,true,ai,ai|technology,Cursor is an AI coding tool; revenue news is ai + technology,2026-03-04T07:52:00.987895+00:00,Cursor has reportedly surpassed $2B in annualized revenue
5137563585,true,true,ai,ai|world,OpenAI Pentagon agreement is ai + world,2026-03-04T07:52:00.987895+00:00,Sam Altman said he planned to add two sentences to OpenAI’s agreement with the Pentagon.
5137531308,true,true,ai,ai|world,OpenAI DOD deal is ai + world,2026-03-04T07:52:00.987895+00:00,OpenAI and the DOD agree to add more surveillance protections to the recent AI deal; sources say Sam Altman approached the DOD's Emil Michael to rework the deal (Maria Curi/Axios)
5137531630,true,false,gaming|other,,,2026-03-04T07:52:00.987895+00:00,Wondering what was popular during Steam Next Fest?
